parcel_number,taxable_building,taxable_land,market_value,zip_code
171257000,85935,15165,101100,19138
102401800,43725,14775,98500,19138
591163500,66505,18795,125300,19138
102444800,62305,10995,73300,19138
501391500,67440,18960,126400,19138
102203600,73645,20055,133700,19138
102126600,57410,17190,114600,19138
102401800,43725,14775,98500,19138
122309000,36295,6405,42700,19138
101301900,93075,16425,109500,19138
871601715,108880,27220,136100,19138
501346000,59361,17439,116800,19138
102224100,70330,19470,129800,19138
101361800,70415,19485,129900,19138
592297100,34545,13155,87700,19138
591121700,20350,10650,71000,19138
101339000,46785,15315,102100,19138
591096300,66130,11670,77800,19138
102216800,115940,20460,136400,19138
501357300,50804,15996,106800,19138
501405900,93925,16575,110500,19138
172392300,67915,11985,79900,19138
122255700,31620,5580,37200,19138
882007577,28880,7220,36100,19138
501327900,53840,16560,110400,19138
101287700,80870,21330,142200,19138
101171400,78065,20835,138900,19138
171238400,38880,13920,92800,19138
501374600,103460,23840,167300,19138
102061600,51545,16155,107700,19138
102196300,80615,21285,141900,19138
172466700,21795,10905,72700,19138
172421400,70040,12360,82400,19138
501006100,102510,18090,120600,19138
102033600,53356,10544,63900,19138
101165200,154093,19207,173300,19138
885160840,0,0,36000,19138
871517280,100880,25220,126100,19138
102082015,93840,16560,110400,19138
591232600,0,9200,9200,19138
501338700,76620,20580,137200,19138
102076710,0,0,8200,19138
122302000,35955,6345,42300,19138
591165200,107440,18960,126400,19138
101187600,66675,18825,125500,19138
172502200,59075,10425,69500,19138
102229800,118575,20925,139500,19138
501290200,113835,25365,169100,19138
591152400,64600,11400,76000,19138
501366600,56348,16952,113300,19138
591113700,76800,20600,137400,19138
172381700,82620,14580,97200,19138
101399500,58515,17385,115900,19138
101177500,108715,19185,127900,19138
591144500,18395,10305,68700,19138
101130400,60130,17670,117800,19138
172412100,14485,9615,64100,19138
592143900,52905,16395,109300,19138
221017800,148325,26175,174500,19138
102336500,94095,16605,110700,19138
101347000,129912,21588,151500,19138
172519900,34425,6075,40500,19138
501334100,98260,17340,115600,19138
591138800,51819,16181,108000,19138
31023710,0,14000,14000,19139
42128750,0,0,64300,19139
604215000,62828,5672,68500,19139
341270500,0,0,196100,19139
62423910,0,0,39200,19139
31115700,5089,8911,54000,19139
42015050,0,0,73900,19139
41148900,42032,7368,49400,19139
41098700,41233,7167,48400,19139
604149200,0,1600,41600,19139
603141200,20010,10590,70600,19139
604067300,101235,17865,119100,19139
603023800,78200,13800,92000,19139
871203000,118947,30153,149100,19139
871581350,57052,14548,71600,19139
602000700,36840,13560,90400,19139
601018800,164823,28977,193800,19139
441043800,36160,13440,89600,19139
871151600,200587,49913,250500,19139
603167300,37121,13579,90700,19139
871569120,74981,18719,93700,19139
441278500,10235,8865,59100,19139
41028200,36177,6323,42500,19139
604216200,25481,11519,77000,19139
885606000,0,6200,6200,19139
604031300,23197,11103,74300,19139
602101200,22298,10902,73200,19139
442016200,40246,7054,47300,19139
343086600,55930,9870,65800,19139
603063400,31972,6228,38200,19139
603025400,108783,19117,127900,19139
604291400,75336,13264,88600,19139
341082200,65280,11520,76800,19139
31175600,16142,9858,66000,19139
461175800,242710,49890,332600,19139
601076900,0,77707,545400,19139
604031300,23197,11103,74300,19139
442006300,12445,9255,61700,19139
441068800,30894,6106,37000,19139
602029300,88185,24915,166100,19139
601019400,219563,38637,258200,19139
31060200,16142,9858,66000,19139
31016100,56142,9858,66000,19139
31020800,104635,18465,123100,19139
343052400,62115,14085,93900,19139
441356610,9870,4230,14100,19139
343090500,55760,9840,65600,19139
31161400,31229,6171,37400,19139
441192800,2732,7468,50200,19139
602027800,48032,15468,103500,19139
441189800,42233,7367,49600,19139
602006700,125223,29077,194300,19139
603015900,32565,6435,39000,19139
31172900,18910,10390,69300,19139
31070400,56142,9858,66000,19139
885021840,0,17000,17000,19139
601039000,80608,21192,141800,19139
341235750,0,0,56300,19139
341233500,55675,9825,65500,19139
31167000,0,0,35700,19139
31107500,0,0,37100,19139
441340100,2330,7470,49800,19139
602153900,141971,25029,167000,19139
888480036,0,25300,168900,19139
441089300,0,0,38400,19139
886502300,17700,5900,23600,19139
442032200,25400,4900,30300,19139
441043200,13805,9495,63300,19139
341019900,14060,9540,63600,19139
42069400,13600,5700,19300,19139
604054800,26267,11633,77900,19139
882933235,61520,15380,76900,19139
42042400,38748,6752,45500,19139
341206200,59755,10545,70300,19139
31121500,62697,11003,73700,19139
61005024,75175,20325,135500,19139
441349800,0,6000,46000,19139
871048300,99559,24941,124500,19139
603055900,27568,11832,79400,19139
341116500,15505,9795,65300,19139
341085200,71570,12630,84200,19139
441148400,47301,8299,55600,19139
42150000,42330,7470,49800,19139
42040300,60860,10740,71600,19139
441206000,42930,7570,50500,19139
341152700,55930,9870,65800,19139
604200500,40410,14190,94600,19139
441306400,3116,7584,50700,19139
604265300,14400,9600,64000,19139
441318000,0,26800,26800,19139
602037900,50739,9961,60700,19139
603043900,37520,13680,91200,19139
602104100,65371,33029,220300,19139
441246300,0,0,14800,19139
441233600,0,28500,28500,19139
442040810,0,0,48200,19139
42068200,52757,9243,62000,19139
41009100,40120,7080,47200,19139
604161600,22898,11002,73900,19139
604069900,37992,13708,91700,19139
132308200,26353,4547,30900,19140
72015000,0,0,37700,19140
112034200,0,0,4400,19140
432339200,0,7100,7100,19140
433187300,41847,7853,49700,19140
72119500,0,0,30200,19140
433294300,40500,7600,48100,19140
131408310,41735,7365,49100,19140
131164800,22525,3975,26500,19140
433019600,32278,7622,39900,19140
131358900,35700,6300,42000,19140
372012800,0,11100,11100,19140
432050900,34749,8851,43600,19140
131150500,56525,9975,66500,19140
112158800,98718,24274,159700,19140
431053400,0,23200,23200,19140
871519720,204480,51120,255600,19140
112258700,21177,4523,25700,19140
72140200,4800,2900,7700,19140
131127610,0,8000,8000,19140
433327600,1595,7805,49400,19140
72217600,17599,4101,21700,19140
432196200,6443,10057,56500,19140
131051600,13805,9495,63300,19140
112034100,0,4500,4500,19140
112065200,0,12800,12800,19140
881425300,245075,95025,380100,19140
884341140,245216,65184,310400,19140
72027500,15564,5936,21500,19140
433341100,41343,7757,49100,19140
112260600,0,4200,44200,19140
131051400,61710,10890,72600,19140
491167200,0,1000,41000,19140
131070200,0,6000,46000,19140
73004000,0,500,40500,19140
871568560,12800,13200,66000,19140
132290440,3690,7710,51400,19140
433333200,41342,7758,49100,19140
432203100,0,13500,13500,19140
491441200,0,0,86400,19140
372451500,21908,6692,28600,19140
132175500,40970,7230,48200,19140
433369300,7995,9005,57000,19140
422056000,0,6000,46000,19140
132213800,3435,7665,51100,19140
131422800,37230,6570,43800,19140
112303100,0,7400,7400,19140
433230000,39237,7363,46600,19140
132115000,13650,5850,19500,19140
131250300,15420,9780,65200,19140
432339000,0,0,36300,19140
132106000,0,5700,45700,19140
131250000,55420,9780,65200,19140
131065400,22703,9597,32300,19140
777632005,0,0,393000,19140
112096200,93492,17808,111300,19140
72153200,0,200,40200,19140
871601440,119040,29760,148800,19140
432001100,0,300,40300,19140
132367400,0,2500,42500,19140
433061800,0,5600,45600,19140
432160000,17983,9317,45900,19140
432110900,28852,7348,36200,19140
491019500,40506,11894,52400,19140
72008700,0,500,40500,19140
72081400,22950,7650,30600,19140
112318200,20020,8580,28600,19140
871519710,186400,46600,233000,19140
132348750,0,0,4800,19140
72228900,28710,6690,35400,19140
422056600,23134,6566,29700,19140
432342900,0,0,37100,19140
433075600,42099,7901,50000,19140
432138900,0,5300,45300,19140
131423400,0,5400,45400,19140
432115200,30206,7694,37900,19140
432016810,0,0,4500,19140
777528310,0,0,19500,19140
112268925,0,0,10900,19140
433400610,0,20400,20400,19140
112100900,19220,11280,70500,19140
871567740,47920,11980,59900,19140
422032600,32038,6562,38600,19140
132134200,43010,7590,50600,19140
131314100,0,4200,44200,19140
262206405,0,0,58600,19140
431068710,0,0,9300,19140
432130000,0,10700,10700,19140
432058500,0,27700,27700,19140
432291800,32304,6996,39300,19140
193229101,0,6800,6800,19140
491510800,67575,11925,79500,19140
131237800,40375,7125,47500,19140
422350100,84881,21619,106500,19140
132158000,31960,5640,37600,19140
112288100,0,0,18000,19140
72133000,19300,5000,24300,19140
432040000,0,3900,3900,19140
132265200,0,2500,2500,19140
432256500,37730,8170,45900,19140
493112300,55115,16785,111900,19141
172238500,92990,16410,109400,19141
172166900,102986,17114,120100,19141
171171900,47380,15420,102800,19141
493155500,81940,14460,96400,19141
493241700,210630,37170,247800,19141
493123700,95216,16784,112000,19141
172357400,55760,9840,65600,19141
491481200,34290,13110,87400,19141
492193900,85546,22054,147600,19141
171345000,95540,16860,112400,19141
492155100,79085,21015,140100,19141
492239500,54775,16725,111500,19141
492009400,38370,13830,92200,19141
493151000,121840,28560,190400,19141
492013700,77095,13605,90700,19141
171278400,41515,14385,95900,19141
493103800,92820,16380,109200,19141
871519890,37920,9480,47400,19141
491475400,34715,13185,87900,19141
172167000,34630,13170,87800,19141
492215400,72250,12750,85000,19141
491282100,60045,14655,97700,19141
172290400,31995,12705,84700,19141
132067200,45815,8085,53900,19141
493226710,76738,15162,91900,19141
172057800,54775,16725,111500,19141
132047500,16355,9945,66300,19141
172364300,0,51000,71000,19141
492010800,78795,13905,92700,19141
171026200,19925,10575,70500,19141
493022200,101235,17865,119100,19141
493199700,12200,10300,62500,19141
172183700,23410,11190,74600,19141
132384100,0,9900,9900,19141
493006000,24792,11408,76200,19141
172276800,85510,15090,100600,19141
493185400,62935,18165,121100,19141
491502400,76500,13500,90000,19141
171185900,40495,14205,94700,19141
493024300,97990,17210,115200,19141
491374200,99700,17500,117200,19141
871576150,77120,19280,96400,19141
882062450,178640,44660,223300,19141
171038900,68816,9484,182100,19141
493001400,67886,13414,81300,19141
172210400,13524,10576,64100,19141
492192200,103615,18285,121900,19141
491480400,915,8085,49000,19141
171294800,35990,13410,89400,19141
172030500,0,6500,6500,19141
491281500,43045,14655,97700,19141
172341600,23070,11130,74200,19141
881150641,163520,70080,233600,19141
491100400,71230,12570,83800,19141
776078000,0,0,235300,19141
172329100,45935,15165,101100,19141
493027400,86615,15285,101900,19141
171034000,61710,10890,72600,19141
171055500,21540,10860,72400,19141
492185500,74155,20145,134300,19141
492238700,54010,16590,110600,19141
493024100,0,0,111800,19141
491119300,31310,9090,40400,19141
492225800,169490,29910,199400,19141
172238500,92990,16410,109400,19141
171270100,83130,14670,97800,19141
492243100,96704,16996,113700,19141
492213400,66381,11619,78000,19141
871522860,75440,18860,94300,19141
172136900,61795,10905,72700,19141
882062608,103040,25760,128800,19141
491424310,82875,14625,97500,19141
493147800,59759,17541,117300,19141
881073000,1580110,677190,2257300,19141
493155200,41940,14460,96400,19141
493198300,55520,16780,112300,19141
171274400,65400,18600,124000,19141
132065400,46155,8145,54300,19141
171087300,112795,19905,132700,19141
171096300,88570,15630,104200,19141
171040000,22390,11010,73400,19141
492062200,78625,13875,92500,19141
493031800,32335,12765,85100,19141
171196400,48485,15615,104100,19141
492166900,61238,10762,72000,19141
171046000,0,11500,11500,19141
172016922,93245,16455,109700,19141
171228100,0,14500,14500,19141
493208700,160140,28260,188400,19141
171317000,32165,12735,84900,19141
171179700,68885,19215,128100,19141
492061500,88995,15705,104700,19141
492008800,45510,15090,100600,19141
491116200,25100,4900,30000,19141
171299100,67490,11910,79400,19141
491403300,95965,16935,112900,19141
493178100,87949,13151,101100,19141
492237400,94010,16590,110600,19141
171010900,20605,10695,71300,19141
406060600,55930,9870,65800,19142
402269400,16440,9960,66400,19142
402220200,13481,9419,62900,19142
402198900,63634,11166,74800,19142
406179900,54400,9600,64000,19142
402105500,61285,10815,72100,19142
401214500,30812,6088,36900,19142
402102400,60775,10725,71500,19142
406288200,67405,11895,79300,19142
406587600,64947,21953,126900,19142
406285300,69530,12270,81800,19142
403178100,15943,9757,65700,19142
406145700,65380,12920,78300,19142
406318500,57120,10080,67200,19142
403118100,55250,9750,65000,19142
403277500,48751,15649,64400,19142
406226800,135745,23955,159700,19142
403085400,29700,12300,82000,19142
401306700,63347,11153,74500,19142
402292300,62730,11070,73800,19142
871560980,76864,19736,96600,19142
402067600,20435,10665,71100,19142
406096700,54400,9600,64000,19142
403262400,9046,8554,17600,19142
403017400,46750,8250,55000,19142
871560520,0,0,120200,19142
885487420,0,0,175500,19142
403047400,26307,11593,77900,19142
882963240,873600,218400,1092000,19142
403181400,55943,9757,65700,19142
406344900,67320,11880,79200,19142
406615300,106104,22196,128300,19142
401228900,0,7300,7300,19142
406021100,60350,10650,71000,19142
401264600,0,8800,8800,19142
402073000,54268,9532,63800,19142
402040300,58310,10290,68600,19142
403180900,56350,24150,80500,19142
886780545,0,0,21000,19142
403007000,60681,10619,71300,19142
406164700,99448,19652,119100,19142
406215700,26384,13116,79500,19142
401211500,51315,8985,60300,19142
403077100,63837,11163,75000,19142
403002900,63837,11163,75000,19142
403195200,55250,9750,65000,19142
403053200,66045,11655,77700,19142
403184600,55943,9757,65700,19142
402287500,63634,11166,74800,19142
406078102,0,0,95000,19142
406322800,66725,11775,78500,19142
403192500,55250,9750,65000,19142
406165100,73282,14418,87700,19142
406613901,77599,24601,142200,19142
406026300,59245,10455,69700,19142
401278100,0,7200,7200,19142
403048800,55250,9750,65000,19142
406203000,66384,13116,79500,19142
402259700,60690,10710,71400,19142
401246900,0,7600,7600,19142
402150100,23634,11166,74800,19142
404235100,63378,12522,75900,19142
406574500,93617,19583,113200,19142
406215400,66384,13116,79500,19142
406554000,66269,22231,128500,19142
401257300,55250,9750,65000,19142
402186700,59755,10545,70300,19142
406258300,56270,9930,66200,19142
402186100,59755,10545,70300,19142
406060200,15930,9870,65800,19142
885479380,0,6900,6900,19142
406214900,65195,11505,76700,19142
402246500,21546,6254,27800,19142
406133600,0,3400,43400,19142
403073400,23837,11163,75000,19142
401187900,21370,10830,72200,19142
401351900,55250,9750,65000,19142
402141000,52584,9216,61800,19142
402103500,60775,10725,71500,19142
406136700,75310,13290,88600,19142
402226000,46576,8124,54700,19142
404013100,25797,13003,78800,19142
406603300,75201,24099,139300,19142
406307900,67150,11850,79000,19142
403289800,15943,9757,65700,19142
403234700,72165,12735,84900,19142
403238400,65705,11595,77300,19142
401312000,47550,15450,103000,19142
886780517,0,0,21000,19142
406583800,53451,19549,113000,19142
406088000,56525,9975,66500,19142
403155200,55250,9750,65000,19142
401242300,17640,7560,25200,19142
406248000,52190,9210,61400,19142
403266300,61764,10836,72600,19142
403236400,25705,11595,77300,19142
406008600,19075,10425,69500,19142
406101400,54315,9585,63900,19142
403094800,71995,12705,84700,19142
402209100,63634,11166,74800,19142
601068300,143790,39210,261400,19143
401095000,41430,14370,95800,19143
601092600,174748,30752,205500,19143
512016700,0,10600,10600,19143
34070000,50410,8890,59300,19143
461105100,299455,52845,352300,19143
604130100,63882,11218,75100,19143
463010300,32675,12825,85500,19143
401079600,0,7800,7800,19143
604108800,46403,8097,54500,19143
602155700,214965,37935,252900,19143
463071800,67665,11935,79600,19143
514032700,55351,9749,65100,19143
514220900,47855,8445,56300,19143
273139900,23371,4729,28100,19143
463005600,32930,12870,85800,19143
463024900,23781,11219,75000,19143
32040300,26045,11655,77700,19143
514105500,52888,9212,62100,19143
273041700,0,6800,6800,19143
511103500,13668,9432,63100,19143
273044800,0,9800,9800,19143
32246900,68595,12105,80700,19143
604091800,38880,13920,92800,19143
511249900,28170,12030,80200,19143
463258200,9640,8760,58400,19143
463185700,73523,12877,86400,19143
463025400,57630,10170,67800,19143
34111000,0,9000,9000,19143
871401315,254365,63435,317800,19143
32203900,29642,5858,35500,19143
33074100,13635,9465,63100,19143
511190500,54751,9649,64400,19143
514233600,38098,6602,44700,19143
512114000,32130,5670,37800,19143
32202400,32505,12795,85300,19143
514087400,11108,5092,31200,19143
881215540,138320,59280,197600,19143
462095500,9058,14242,63300,19143
513133400,18109,10191,68300,19143
34006700,28296,13204,81500,19143
513253800,12888,9212,62100,19143
32124400,25195,11505,76700,19143
511013600,0,2600,2600,19143
881143920,2456929,1582471,4039400,19143
513064300,54418,10082,64500,19143
401052600,0,0,31400,19143
513178000,10917,8883,59800,19143
401048800,19894,10506,70400,19143
511030000,14770,6330,21100,19143
513018305,14073,9427,63500,19143
513200100,10231,8769,59000,19143
34060400,7010,9290,56300,19143
603095900,73355,12945,86300,19143
402240100,16695,10005,66700,19143
511233200,0,34700,34700,19143
463015300,57545,10155,67700,19143
511050800,59925,10575,70500,19143
514057600,6475,8125,54600,19143
461101300,168645,56355,375700,19143
273144300,52400,7600,60000,19143
514220100,47855,8445,56300,19143
34015710,68296,13204,81500,19143
462024700,0,69100,69100,19143
463214900,69615,12285,81900,19143
511048900,57822,10178,68000,19143
272156100,50524,21576,72100,19143
463106200,40410,14190,94600,19143
512013000,14485,9615,64100,19143
462089400,224910,39690,264600,19143
463042900,37180,13620,90800,19143
273005700,91203,52297,183500,19143
603090900,72850,12850,85700,19143
511096100,53668,9432,63100,19143
462095700,99717,24583,164300,19143
513308800,0,0,32300,19143
514251100,7260,8340,55600,19143
463106300,40410,14190,94600,19143
463168300,30236,12364,82600,19143
401098500,28765,12135,80900,19143
462004600,79605,36795,245300,19143
463179300,75607,13293,88900,19143
514229600,7356,8344,55700,19143
888461070,139570,24630,164200,19143
604116400,90700,16000,106700,19143
513245000,52888,9212,62100,19143
512003100,261576,46124,307700,19143
604101200,47550,15450,103000,19143
514212900,0,4800,4800,19143
32073200,29140,5760,34900,19143
273065300,0,200,40200,19143
401062500,0,7600,7600,19143
33019200,77860,13740,91600,19143
514283400,34841,6059,40900,19143
513262300,52000,9100,61100,19143
888461150,130900,23100,154000,19143
402168100,14230,9570,63800,19143
511245900,58210,10190,68400,19143
33133700,36670,13530,90200,19143
33072000,0,16100,16100,19143
124050700,41175,14325,95500,19144
383143728,201453,51947,253400,19144
593160000,80105,21195,141300,19144
123202000,32930,12870,85800,19144
886742000,0,0,339500,19144
133070300,64095,11305,75400,19144
121137850,0,0,66800,19144
121133800,21626,4274,25900,19144
124111300,57835,17265,115100,19144
591102000,0,0,34100,19144
871079400,158800,39700,198500,19144
123124200,65910,18690,124600,19144
124065000,94555,23745,158300,19144
221014200,0,25300,25300,19144
124045400,58650,10350,69000,19144
592149000,113900,20000,133900,19144
121063805,0,10500,10500,19144
591102900,0,14500,14500,19144
871518100,90960,22740,113700,19144
133104200,70270,17130,114200,19144
881080400,284700,94900,379600,19144
871580670,83940,30060,150300,19144
776034000,795040,198760,993800,19144
871518400,76480,19120,95600,19144
121054010,0,0,9800,19144
593061700,324750,59950,420700,19144
592174907,0,3400,3400,19144
592156500,50684,10016,60700,19144
592152400,122230,21570,143800,19144
121080700,47600,8400,56000,19144
592054800,62765,18135,120900,19144
123136600,78795,13905,92700,19144
133030500,102595,18105,120700,19144
592197100,156065,25935,182000,19144
133121700,128010,22590,150600,19144
593125300,131213,44674,313500,19144
593117900,77130,20670,137800,19144
592253500,38715,13185,87900,19144
592175300,252947,44553,297500,19144
593164700,171965,37335,248900,19144
122031000,0,5900,5900,19144
133004500,30352,12348,82700,19144
221014000,134646,23654,158300,19144
592296600,0,5100,5100,19144
121205900,37400,6600,44000,19144
592044200,60605,10695,71300,19144
133109100,0,55600,55600,19144
592258300,33100,12900,86000,19144
592136100,0,13200,13200,19144
871600425,152080,38020,190100,19144
133085000,1735,7365,49100,19144
123058000,38030,13770,91800,19144
123153100,38540,13860,92400,19144
592131200,41515,14385,95900,19144
784180400,140000,30000,170000,19144
593109600,182323,39177,261500,19144
133009600,51686,10214,61900,19144
123132900,112625,19875,132500,19144
592213013,61515,14385,95900,19144
122008100,12445,9255,61700,19144
122142100,88825,15675,104500,19144
133099200,64515,11385,75900,19144
123171500,75650,13350,89000,19144
592191300,51375,16125,107500,19144
122210500,19763,5737,25500,19144
871580220,127360,31840,159200,19144
122160200,64600,11400,76000,19144
133120700,56730,17070,113800,19144
123141000,73185,12915,86100,19144
592070500,149252,26248,175500,19144
123218700,115515,23985,159900,19144
123127700,104380,18420,122800,19144
133069200,77013,20587,137600,19144
592259900,46615,15285,101900,19144
123146700,47805,15495,103300,19144
122174400,0,7200,7200,19144
592169500,79135,13965,93100,19144
124135910,55515,16629,116700,19144
591004400,34680,6120,40800,19144
592140800,82710,19890,132600,19144
122163000,36975,6525,43500,19144
124107600,141950,25050,167000,19144
133149200,32930,12870,85800,19144
592022800,77945,13755,91700,19144
592063800,170850,30150,201000,19144
122133400,19840,10560,70400,19144
122155900,0,2200,42200,19144
776169310,0,16300,16300,19144
593082000,138160,31440,209600,19144
133070100,67490,11910,79400,19144
591183900,56185,9915,66100,19144
124041010,171092,33808,204900,19144
592055700,63580,11220,74800,19144
592119300,97410,17190,114600,19144
592151300,121415,28485,189900,19144
592288800,88589,15611,104200,19144
122178100,4710,7890,52600,19144
592065900,66385,11715,78100,19144
122092000,37515,7485,49900,19144
592066500,66385,11715,78100,19144
262410100,0,71900,71900,19145
481069400,91212,29588,160800,19145
482249900,85374,20026,105400,19145
481349900,41161,16039,97200,19145
363192100,59307,22393,121700,19145
365074700,93611,21089,114700,19145
261308400,108570,30430,179000,19145
481233700,73587,25613,139200,19145
363082700,181122,45678,226800,19145
882014370,194160,48540,242700,19145
363130600,53000,24900,117900,19145
888260110,260060,33340,333400,19145
363081705,0,81748,405900,19145
364082700,74729,18171,92900,19145
363152700,66552,17848,84400,19145
262112900,0,0,190500,19145
262233500,139513,25787,165300,19145
482242200,82664,16336,99000,19145
481034100,96778,21822,118600,19145
481293200,34844,17556,92400,19145
482226100,83083,16417,99500,19145
262175300,107893,30507,178400,19145
482303600,83083,16417,99500,19145
482255500,32252,16948,89200,19145
884350545,185580,20620,206200,19145
481365000,64792,20708,125500,19145
365253800,207307,43893,251200,19145
481024500,115791,26109,141900,19145
262440300,0,54200,54200,19145
262301800,136720,44180,220900,19145
363143400,62500,16700,79200,19145
262343500,223620,112980,376600,19145
364362900,20969,14731,75700,19145
262030600,151600,47900,239500,19145
482400400,120550,48050,168600,19145
481045800,100123,22577,122700,19145
482373100,102422,33778,136200,19145
364348900,64307,15593,79900,19145
261228900,131200,42800,214000,19145
262008600,226558,51342,317900,19145
365160600,69180,24620,133800,19145
365389300,154061,34739,188800,19145
261203600,109483,30617,180100,19145
262192700,199470,102630,342100,19145
482273900,76302,17898,94200,19145
364073700,53500,13000,66500,19145
261131600,157427,32473,189900,19145
261021600,174753,36047,210800,19145
871172750,264960,66240,331200,19145
363071400,97555,26245,123800,19145
262311400,128560,42140,210700,19145
261140300,111039,44861,195900,19145
481031800,68038,24362,132400,19145
262289800,205350,105150,350500,19145
481285300,35532,29568,160700,19145
261370100,153440,48360,241800,19145
884097046,0,0,1296700,19145
261326100,146266,27034,173300,19145
262376500,282514,104386,386900,19145
882060300,112640,28160,140800,19145
482137600,78084,18316,96400,19145
262077800,199960,102840,342800,19145
365392000,105330,23670,129000,19145
262039600,156953,32147,189100,19145
363092000,182241,45959,228200,19145
871223400,223680,55920,279600,19145
365195200,108289,24411,132700,19145
482404800,121765,48535,170300,19145
482323700,69498,16302,85800,19145
262256200,107395,30405,177800,19145
262021800,101201,26099,167300,19145
261028900,177406,36594,214000,19145
262206100,174760,92040,306800,19145
482239000,72738,17062,89800,19145
481365000,64792,20708,125500,19145
261210000,115189,32011,187200,19145
262289700,205350,105150,350500,19145
262403400,0,138565,513700,19145
482357900,40294,13006,53300,19145
363154700,65346,23754,129100,19145
482152605,0,0,20900,19145
482295300,83083,16417,99500,19145
482329100,19344,11856,31200,19145
363141200,106324,23976,130300,19145
261246100,158287,47013,205300,19145
262050000,146661,30039,176700,19145
363197900,92635,20765,113400,19145
481093200,133497,30103,163600,19145
262368500,315681,131419,487100,19145
481352000,76059,17841,93900,19145
261333000,108985,30515,179500,19145
261308100,231902,47498,279400,19145
365023200,107059,24141,131200,19145
261263000,112427,45273,197700,19145
871535540,162320,40580,202900,19145
482005805,35087,17613,92700,19145
482311600,53186,18414,111600,19145
261104800,108557,30643,179200,19145
363155300,99715,22485,122200,19145
481089500,99798,22502,122300,19145
301181605,312859,141341,494200,19146
882018380,0,21158,440600,19146
365240900,67876,24324,132200,19146
361136000,0,84024,453900,19146
888114346,21700,3300,25000,19146
888301508,19835,6000,40000,19146
301091213,420445,183455,643900,19146
303096100,349620,166980,556600,19146
365176425,0,75060,417000,19146
365290600,0,37800,37800,19146
364236100,59587,20113,79700,19146
365344000,177048,45652,222700,19146
362180300,55843,13557,69400,19146
301239500,373921,127079,501000,19146
364356100,70833,17267,88100,19146
302121100,113011,61289,214300,19146
361143200,67158,27542,134700,19146
871167700,84480,21120,105600,19146
301294100,351237,143463,494700,19146
882060070,199680,49920,249600,19146
302062600,44280,85920,286400,19146
365241100,0,66443,349700,19146
365220300,110125,26675,136800,19146
301137700,291690,125010,416700,19146
888302316,0,66750,445000,19146
364231100,62812,21188,84000,19146
365162900,0,76589,403100,19146
302169400,602861,219539,822400,19146
362352700,48568,16332,64900,19146
362119200,53997,17103,71100,19146
81136900,512623,219577,732200,19146
365079000,118658,28742,147400,19146
363018500,119705,28995,148700,19146
362221200,0,21100,21100,19146
302263200,0,133724,527200,19146
888302214,0,78000,520000,19146
361343000,18100,54300,217200,19146
302010100,67740,116760,389200,19146
888301170,357000,63000,420000,19146
364012800,24104,15596,79700,19146
365028600,9821,35179,180400,19146
301312400,226520,97080,323600,19146
361347600,47520,31180,118700,19146
365300600,0,94044,482900,19146
773221200,0,28100,28100,19146
301327900,0,33300,33300,19146
301237000,251566,91634,343200,19146
888303740,123400,26600,190000,19146
363224600,0,16800,129700,19146
361156700,0,71300,385000,19146
301234510,0,262000,262000,19146
885969440,0,77200,77200,19146
888304856,0,29610,296100,19146
364165400,17427,13873,71300,19146
302140500,269640,115560,385200,19146
871138450,310901,77699,388600,19146
365176800,88285,56908,299600,19146
361242200,183400,74400,297800,19146
81123500,484413,207487,691900,19146
365212400,75937,27963,143900,19146
301034960,344610,147690,492300,19146
364112300,153181,37219,190400,19146
81190700,786660,337140,1123800,19146
364364800,51700,12600,64300,19146
888114178,21700,3300,25000,19146
361050200,268089,74511,382600,19146
888113898,196600,26800,223400,19146
301032400,462033,184167,646200,19146
362357400,48262,16338,64600,19146
301167600,578983,231917,810900,19146
362018800,0,11900,11900,19146
303082230,448980,192420,641400,19146
302220400,115098,139584,550300,19146
361312000,107012,38188,145200,19146
301186000,0,375000,375000,19146
363188900,0,66127,378300,19146
888300224,34000,6000,40000,19146
364206400,0,14400,14400,19146
302235600,198496,72304,270800,19146
871601130,166080,41520,207600,19146
364355100,15661,13539,69200,19146
362190000,22249,15051,77300,19146
301166000,223340,89460,312800,19146
361198200,0,12000,85100,19146
871550520,75920,18980,94900,19146
365039600,11610,36690,188400,19146
362164000,13766,14734,75500,19146
888304844,32443,73000,486600,19146
362044605,0,0,23500,19146
361045900,68425,40875,149300,19146
871539990,807760,201940,1009700,19146
364054500,58504,14196,72700,19146
362046405,19101,14399,73500,19146
364143200,137248,33452,170700,19146
364411200,58612,19788,78400,19146
302065800,58560,120840,402800,19146
302091900,417900,179100,597000,19146
361119015,0,118252,457300,19146
301206200,142713,73187,255900,19146
364429500,67408,22792,90200,19146
21570500,384586,164714,549300,19147
881572052,536690,230010,766700,19147
881512300,699300,299700,999000,19147
886912130,17700,5900,23600,19147
12014100,0,0,4200,19147
871502680,173520,43380,216900,19147
871504610,343600,85900,429500,19147
21575815,359917,131183,531100,19147
888303520,0,2300,18000,19147
21347900,325047,61453,386500,19147
12239800,146635,42365,229000,19147
888055155,300900,44900,345800,19147
12202800,146249,27651,173900,19147
888064940,411480,45720,457200,19147
21423420,0,153565,590200,19147
11263000,233488,67012,300500,19147
871030900,296480,74120,370600,19147
12520038,83678,68722,280500,19147
11058605,0,47000,47000,19147
53117750,417060,193640,645500,19147
12065700,190570,36030,226600,19147
