parcel_number,taxable_building,taxable_land,market_value,zip_code
221103400,155585,34515,230100,19119
222198900,50500,17800,108300,19119
92120800,381079,164621,581700,19119
91051800,160260,35340,235600,19119
222064400,81855,14445,96300,19119
221145500,60476,17624,118100,19119
92022800,127790,29610,197400,19119
91192200,140285,31815,212100,19119
221063800,87330,22470,149800,19119
213264800,631250,266250,937500,19119
92011200,535607,227193,802800,19119
92041000,174420,36780,245200,19119
221178500,70805,12495,83300,19119
92050200,137565,31335,208900,19119
221284300,92260,23340,155600,19119
91056415,198340,42060,280400,19119
222200100,31440,24360,162400,19119
221090100,169405,29895,199300,19119
223221600,0,30000,30000,19119
221111400,0,28100,28100,19119
221190700,37010,13590,90600,19119
871106350,143660,75040,375200,19119
222193400,59280,17520,116800,19119
222032500,97870,24330,162200,19119
881095500,1154325,384775,1539100,19119
222030600,191965,40935,272900,19119
91056000,356015,69885,465900,19119
221239100,33270,12930,86200,19119
221226600,78540,13860,92400,19119
92102400,327250,57750,385000,19119
221038900,118828,27972,186800,19119
221162500,42705,14595,97300,19119
91189500,185045,32655,217700,19119
222177200,174335,30765,205100,19119
92077900,459322,82978,582300,19119
221262300,161639,26861,188500,19119
421285600,97325,17075,114400,19120
421340700,52363,13337,65700,19120
421444200,49500,12500,62000,19120
492093300,72405,12695,85100,19120
422435600,60725,17675,118400,19120
351100100,92764,21336,114100,19120
612148000,46870,15330,102200,19120
871583130,194960,48740,243700,19120
611352200,124185,21915,146100,19120
611373900,131155,23145,154300,19120
421523300,11247,13053,64300,19120
352036900,75802,13798,89600,19120
492115700,73191,12809,86000,19120
612279300,49432,9768,59200,19120
421567900,44330,13070,57400,19120
612148500,86870,15330,102200,19120
421517500,51247,13053,64300,19120
352132700,57560,22440,120000,19120
612457500,49845,15855,105700,19120
612362405,125944,29056,195000,19120
611063400,90447,20653,137900,19120
422154600,70465,12435,82900,19120
612198800,25291,11509,76800,19120
421589000,43485,12915,56400,19120
612154100,79513,13987,93500,19120
871582830,122720,30680,153400,19120
421516200,51087,13013,64100,19120
351298400,79101,14399,93500,19120
611246300,70380,12420,82800,19120
421356000,46146,11754,57900,19120
421347300,45748,11652,57400,19120
612124900,63427,11073,74500,19120
352204200,79512,18288,97800,19120
871565960,90720,22680,113400,19120
351319400,41131,14769,95900,19120
421480300,50007,12693,62700,19120
351280000,36817,13983,90800,19120
611270600,102595,18105,120700,19120
492102900,72904,12796,85700,19120
352277900,71909,13091,85000,19120
421199300,95880,16920,112800,19120
612181400,32702,12798,85500,19120
612154500,39513,13987,93500,19120
421555500,15680,6720,22400,19120
422236700,17375,10125,67500,19120
352025100,77070,14030,91100,19120
421558900,49558,12542,62100,19120
351296300,74363,13537,87900,19120
421293400,44902,11398,56300,19120
421407600,34190,13010,87200,19120
352077400,39101,14399,93500,19120
611250700,79135,13965,93100,19120
422153800,69870,12330,82200,19120
421606800,58442,17358,75800,19120
422153200,69870,12330,82200,19120
884350595,74513,31987,106500,19120
612398600,1499,8201,49700,19120
422429800,0,0,30700,19120
612344500,50780,16020,106800,19120
884348755,90427,19473,109900,19120
352273900,73010,13290,86300,19120
421512000,51487,13113,64600,19120
351233500,29118,12582,81700,19120
612002500,45507,8993,54500,19120
421081200,48139,12261,60400,19120
421031200,9175,12525,61700,19120
612239200,110038,19362,129400,19120
421146900,34800,13200,88000,19120
352054700,73179,13321,86500,19120
884348637,0,0,244800,19120
421103100,0,9600,49600,19120
611233100,100895,17805,118700,19120
612115000,63427,11073,74500,19120
422272800,48740,15660,104400,19120
492107200,38031,13669,91700,19120
612339000,82195,14505,96700,19120
421207500,90015,15885,105900,19120
351086474,0,16600,16600,19120
421414400,41260,14340,95600,19120
611076900,48910,15690,104600,19120
612351800,117810,20790,138600,19120
422330100,47581,12119,59700,19120
421478700,49912,12688,62600,19120
421548000,85425,15075,100500,19120
612254600,43895,14805,98700,19120
352116900,90438,16462,106900,19120
612005500,16113,11087,67200,19120
612181500,72702,12798,85500,19120
421515800,51087,13013,64100,19120
352249800,152518,35082,187600,19120
421406100,86955,15345,102300,19120
422440500,34904,6896,41800,19120
612177900,79513,13987,93500,19120
422231600,20690,10710,71400,19120
612441500,50780,16020,106800,19120
352115400,38001,14199,92200,19120
491241600,67575,11925,79500,19120
351198100,34871,13629,88500,19120
421214000,40070,14130,94200,19120
612342000,51460,16140,107600,19120
321257900,30240,12960,43200,19121
292243010,0,0,28300,19121
291289000,0,0,17200,19121
291289400,0,0,15200,19121
471190900,0,5000,5000,19121
292258000,49390,38310,127700,19121
292240500,11683,22017,73700,19121
324067000,0,13400,13400,19121
472079210,0,7000,7000,19121
323211100,60224,32876,133100,19121
324021600,0,7000,7000,19121
322079730,0,16800,16800,19121
291248700,0,0,31200,19121
321026600,201588,38012,239600,19121
292048920,107400,46000,153400,19121
323208600,38461,10039,48500,19121
322150000,0,6200,6200,19121
324051801,0,7900,7900,19121
291134400,0,0,4500,19121
291169700,0,0,4600,19121
323121301,50320,17680,68000,19121
871403250,551600,137900,689500,19121
292043100,0,120413,422500,19121
322012401,0,25500,25500,19121
322076401,0,7400,7400,19121
871538890,56800,14200,71000,19121
324209700,12096,13104,25200,19121
291235900,0,5900,5900,19121
324020900,18134,8166,26300,19121
292199300,61740,26460,88200,19121
471092820,486918,198882,685800,19121
323330500,32486,11414,43900,19121
291169200,0,0,24500,19121
322180800,1553,10847,52400,19121
291194300,8600,12900,21500,19121
471138310,194938,90462,325400,19121
292048505,20800,2800,23600,19121
321268601,0,0,44900,19121
323308700,0,0,4900,19121
321132100,322677,53623,376300,19121
291320610,0,0,5400,19121
471086200,0,162806,561400,19121
321115000,180320,38880,259200,19121
323227200,21756,7644,29400,19121
471029730,4000,1000,5000,19121
292120300,52430,22470,74900,19121
291196800,0,0,5300,19121
888290028,229500,40500,270000,19121
324088800,55431,14469,69900,19121
323251600,23162,8138,31300,19121
292232700,69510,29790,99300,19121
324192200,22088,6512,28600,19121
321127005,0,33095,232700,19121
322131010,98354,16346,114700,19121
292134900,31289,15411,46700,19121
291269600,0,0,122900,19121
292290710,24570,10530,35100,19121
291360400,17260,24540,81800,19121
292234900,62533,26667,89200,19121
471089910,0,17800,17800,19121
323315900,73116,23984,97100,19121
324067300,8064,8736,16800,19121
321044000,385900,64100,450000,19121
888290650,0,35900,239600,19121
321083000,272808,54692,327500,19121
322186501,1771,5829,25600,19121
282276900,0,3000,43000,19121
323222201,0,0,2800,19121
323096800,5424,5876,11300,19121
322042500,55030,16770,111800,19121
323195700,0,2700,2700,19121
323235300,0,14000,54000,19121
323109700,0,0,34900,19121
324056510,0,31200,126400,19121
291321010,9120,13680,22800,19121
324100900,11252,7948,19200,19121
291156400,0,0,35200,19121
871131550,0,0,284100,19121
472181800,1185,16415,57600,19121
324174000,0,3800,3800,19121
292118300,51240,21960,73200,19121
292138810,0,0,43300,19121
322068201,0,0,6800,19121
291101700,0,0,4600,19121
292059710,0,0,28100,19121
291223100,0,1700,1700,19121
322080600,13650,5850,19500,19121
323333900,79772,28028,107800,19121
471169910,0,159225,602900,19121
471039900,315069,141531,496600,19121
323226000,0,0,30700,19121
321122210,138789,29711,208500,19121
324169500,0,3000,43000,19121
321223505,96900,17100,114000,19121
471040200,58070,42030,140100,19121
292244500,7500,27900,93000,19121
323307500,0,0,30100,19121
292079000,1057,84616,296900,19121
322269500,0,8500,8500,19121
291146200,55370,23730,79100,19121
183195106,104550,61950,206500,19122
183281700,5850,62550,208600,19122
888200712,156700,27600,184300,19122
201126501,0,0,18500,19122
202282865,88625,42875,171500,19122
183110800,0,45700,45700,19122
182162910,0,134406,471600,19122
141010500,0,143700,143700,19122
183183000,0,9800,9800,19122
182306600,0,2300,2300,19122
183291201,0,0,6700,19122
182118100,135240,57960,193200,19122
183400201,0,0,13900,19122
871099450,68320,17080,85400,19122
885170782,0,253700,253700,19122
871266000,111600,27900,139500,19122
202162900,0,20100,20100,19122
201003100,50350,63650,212200,19122
886761139,0,0,1092000,19122
191011400,0,10300,10300,19122
182238800,0,30300,30300,19122
182098300,0,49000,49000,19122
183092800,49400,38300,127700,19122
183025700,89500,55500,185000,19122
183087000,83670,35830,119500,19122
141447300,63390,44310,147700,19122
202014600,0,29200,29200,19122
183216500,105868,43032,148900,19122
202173200,11040,16560,27600,19122
871524670,58240,14560,72800,19122
202094410,110325,43975,154300,19122
182241700,0,4500,4500,19122
182215413,0,133949,470000,19122
201024100,80890,51810,172700,19122
885176340,0,14500,14500,19122
141010000,338240,150960,503200,19122
183258000,76040,32560,108600,19122
182318700,51915,42385,94300,19122
141463500,75850,49650,165500,19122
202048401,47500,34800,122300,19122
202276600,66190,45510,151700,19122
183303700,132104,53596,185700,19122
183090400,42070,35130,117200,19122
202222600,81290,51910,173200,19122
202013500,0,117648,412800,19122
182252700,123910,70190,234100,19122
202215028,114075,38025,152100,19122
191388000,0,5400,5400,19122
202286700,96920,58680,195600,19122
183234810,55700,41000,136700,19122
183168310,209498,83402,292900,19122
183339410,0,8400,77400,19122
202027310,50734,36166,126900,19122
183220401,0,0,5600,19122
888181304,17000,3000,20000,19122
183275600,87869,37531,125400,19122
183024401,74400,18600,93000,19122
201100560,123750,41250,165000,19122
182223600,62410,43890,146300,19122
202261800,81350,40450,161800,19122
201106601,0,0,9500,19122
371306500,53856,20944,74800,19122
183150800,0,60900,60900,19122
202035501,0,0,17600,19122
888180920,0,37380,249200,19122
183319600,31446,42954,74400,19122
183248500,86170,36930,123100,19122
202221100,78460,50740,169200,19122
201151301,0,0,79700,19122
202276400,66190,45510,151700,19122
182315700,92090,56610,188700,19122
183200300,120947,49153,170100,19122
202245900,84725,41575,166300,19122
183076600,69930,29970,99900,19122
183427001,0,0,12600,19122
182218100,0,49400,49400,19122
183256000,0,24000,119700,19122
882970325,152640,38160,190800,19122
182165300,0,130273,457100,19122
182078410,0,205400,205400,19122
183413101,0,0,140000,19122
885281480,0,0,6900,19122
183111100,139670,76930,256600,19122
141457300,53801,26499,80300,19122
141197800,166810,71490,238300,19122
183318200,44680,34420,119100,19122
202018705,0,0,285900,19122
183155700,0,18000,18000,19122
182104500,142730,61170,203900,19122
202194950,81730,52170,173900,19122
183252000,86870,37230,124100,19122
202170600,46900,20100,67000,19122
202250800,106750,45750,152500,19122
191190600,0,6600,6600,19122
182092400,178500,76500,255000,19122
201134401,0,0,25000,19122
183147000,0,34200,242400,19122
882964280,300240,75060,375300,19122
201073000,131740,56460,188200,19122
183410510,0,4200,4200,19122
888058640,148163,44137,232300,19123
57126920,470678,161922,632600,19123
882918082,330880,82720,413600,19123
57089600,159237,54663,213900,19123
141254500,0,69844,432600,19123
57199130,0,84300,84300,19123
141183410,107630,63270,210900,19123
882066012,821280,205320,1026600,19123
871524380,176000,44000,220000,19123
888038842,21000,4000,25000,19123
888061966,238656,32544,271200,19123
871509720,510240,127560,637800,19123
57035200,289085,113315,402400,19123
888061874,384600,57900,482500,19123
141236000,255619,52281,307900,19123
57059800,389252,137848,567100,19123
884029400,220210,1221290,1441500,19123
888116666,22680,4320,27000,19123
57012050,0,139086,571900,19123
56154300,267596,105804,413400,19123
57169100,223400,76800,300200,19123
57147600,249100,99400,388500,19123
55097510,234215,80585,314800,19123
57098100,333855,128545,502400,19123
56099400,270300,74400,344700,19123
57198955,0,346968,1445700,19123
888501016,0,54600,364600,19123
56226700,0,86500,86500,19123
57205000,308972,106228,415200,19123
141281320,409666,78834,488500,19123
885136800,0,1357000,1357000,19123
56152210,319669,109931,429600,19123
881006665,37984860,4220540,42205400,19123
871098650,429120,107280,536400,19123
885072680,0,66500,66500,19123
888140728,0,57000,380000,19123
771089000,0,0,597400,19123
55049300,118895,40905,159800,19123
56155758,278030,95570,373600,19123
888061944,235224,32076,267300,19123
888062040,235576,32124,267700,19123
883448900,199200,49800,249000,19123
888058674,327200,48900,376100,19123
888115018,226800,46400,273200,19123
56141405,0,174116,725500,19123
57156710,0,153035,629500,19123
141263015,0,79846,494400,19123
56134500,234800,94500,369300,19123
888140338,80320,20080,100400,19123
56231800,400570,137830,538400,19123
888140334,80320,20080,100400,19123
56182445,454436,156552,652300,19123
888062160,420904,57396,478300,19123
888093360,342090,38010,380100,19123
888093280,238320,26480,264800,19123
888059860,318580,56220,374800,19123
141148241,0,56825,351900,19123
57200900,209299,71901,281200,19123
888061824,409992,55908,465900,19123
56155713,60730,95570,373600,19123
57083600,0,201600,829100,19123
888039260,0,24000,218400,19123
882935053,2129829,663000,3315000,19123
141128310,0,121000,121000,19123
56228112,0,168000,168000,19123
141097610,0,0,86300,19123
55160100,127674,65726,233400,19123
56182010,239605,96095,375700,19123
56141405,0,174116,725500,19123
57103900,160792,62208,243000,19123
57095430,85354,124646,486900,19123
871520320,538800,134700,673500,19123
57190500,217827,82773,340600,19123
888140214,75840,18960,94800,19123
141013581,46067,67933,258300,19123
141082164,216118,71982,288100,19123
885832680,0,235100,235100,19123
888140476,256080,64020,320100,19123
888059672,260652,49648,310300,19123
888500502,17000,3000,20000,19123
882021640,1071840,267960,1339800,19123
871520390,195840,48960,244800,19123
56152280,320143,110157,430300,19123
871085450,414640,103660,518300,19123
57019500,0,143118,588800,19123
871520450,59202,156060,780300,19123
57129400,35168,59332,228200,19123
57144000,227300,78200,305500,19123
141192710,54360,63540,211800,19123
888061876,420640,57360,478000,19123
888093408,251010,27890,278900,19123
888061752,217712,29688,247400,19123
888093462,279360,31040,310400,19123
55016517,0,135535,557300,19123
871510130,483095,181160,905800,19123
141296200,0,119200,119200,19123
871265900,752720,188180,940900,19123
141126400,0,105800,105800,19123
57123900,292196,114304,446500,19123
888062194,269848,42252,352100,19123
622145700,37394,7806,45200,19124
232192200,32224,5776,38000,19124
332417300,35740,13360,89100,19124
882021180,185360,46340,231700,19124
332364200,63982,18318,122300,19124
332323400,62422,10978,73400,19124
232003600,49266,10234,59500,19124
332505900,80495,14205,94700,19124
351303800,29615,12285,81900,19124
351110900,70635,12465,83100,19124
622227000,53952,10048,64000,19124
622336000,61334,11166,72500,19124
622084100,48389,9011,57400,19124
621084700,121570,22130,143700,19124
234279400,48023,9977,58000,19124
622413900,54400,9800,64200,19124
232231100,72882,17318,90200,19124
351410300,43640,14760,98400,19124
621430300,79186,14414,93600,19124
233064300,76160,13440,89600,19124
885860560,0,22200,22200,19124
411017400,67326,11974,79300,19124
351111200,88580,22620,150800,19124
233068900,78455,13845,92300,19124
234275200,115376,27724,143100,19124
234206600,53992,12508,66500,19124
453003500,48180,10220,58400,19124
351302000,76755,13545,90300,19124
232045100,30235,9665,53400,19124
882013690,132960,33240,166200,19124
234123800,127510,33690,161200,19124
421625500,28694,20306,89000,19124
411032500,60874,10826,71700,19124
421635200,65500,19400,84900,19124
332221900,83385,14715,98100,19124
331247600,53422,9478,62900,19124
233023100,153424,43776,197200,19124
234267300,93034,21566,114600,19124
622291500,94583,17217,111800,19124
332380800,46190,15210,101400,19124
411039500,40740,14360,95100,19124
233118000,79135,13965,93100,19124
332386500,97171,17129,114300,19124
622056400,88661,16139,104800,19124
332109519,166356,27644,194000,19124
232093700,19624,13176,72800,19124
332194700,62314,17986,120300,19124
232485100,92618,21982,114600,19124
232400700,12006,11494,63500,19124
621413100,84939,15461,100400,19124
332258700,43354,14646,98000,19124
332471800,88995,15705,104700,19124
234009500,106241,24759,131000,19124
232163200,83041,18859,101900,19124
332072500,82855,14545,97400,19124
622403300,66834,12166,79000,19124
622140900,54964,10236,65200,19124
332517400,91970,16230,108200,19124
332564400,89250,15750,105000,19124
411032100,60874,10826,71700,19124
332526500,74630,13170,87800,19124
332183600,70208,19392,129600,19124
621420400,38932,14368,93300,19124
232433300,13618,10982,64600,19124
332349800,91095,19605,130700,19124
232126600,49680,10320,60000,19124
232113504,13903,11197,65100,19124
621343000,88153,16047,104200,19124
231026700,116104,40496,156600,19124
332415700,77228,13572,90800,19124
351125500,71145,12555,83700,19124
332404900,87720,15480,103200,19124
232292910,37225,8675,45900,19124
332475800,42562,13038,87600,19124
332018100,47805,15495,103300,19124
351162400,75310,13290,88600,19124
332289000,70210,12390,82600,19124
622069100,84177,15323,99500,19124
331404700,13523,9477,63000,19124
234098600,80548,31852,152400,19124
332191900,53330,16470,109800,19124
332175000,62797,18103,120900,19124
621329000,62646,18654,121300,19124
884344525,156143,26957,183100,19124
351285700,92310,16290,108600,19124
234087600,42036,17764,99800,19124
332471100,48995,15705,104700,19124
332083200,41090,14310,95400,19124
884348465,388174,68426,456600,19124
233052800,92272,37628,169900,19124
885210900,0,0,4100,19124
621043400,79102,14398,93500,19124
351334100,51514,16786,108300,19124
232370800,35935,7465,43400,19124
232275900,23000,9100,32100,19124
232347300,0,17700,17700,19124
622115900,91622,16678,108300,19124
332349500,113900,20100,134000,19124
332353900,68935,12165,81100,19124
231064600,39211,27589,106800,19124
312116900,99113,29087,128200,19125
312173680,203618,51282,254900,19125
311018200,22244,10956,33200,19125
311075200,81718,22382,104100,19125
181444900,138530,59370,197900,19125
888180740,193600,34100,227700,19125
181214510,404476,161224,565700,19125
314076900,88585,45415,174000,19125
314094100,79080,41920,161000,19125
313028300,343498,75402,418900,19125
314022900,0,6400,6400,19125
313132000,81449,36251,117700,19125
312086000,183024,71176,254200,19125
181149900,0,77400,276200,19125
885373500,0,170000,170000,19125
885159420,0,63400,63400,19125
181381500,0,24700,24700,19125
182173900,208193,83807,292000,19125
181304600,223790,95910,319700,19125
313212200,184186,73914,298100,19125
888310292,0,46300,308800,19125
181158600,43572,69828,243300,19125
312157300,98737,26563,125300,19125
314085700,74594,35006,149600,19125
181168300,0,94800,326900,19125
313047100,113244,36856,190100,19125
181307200,386470,165630,552100,19125
311033700,0,0,39700,19125
313208000,14074,42026,161100,19125
312137000,89123,23977,113100,19125
314246700,63103,31497,134600,19125
313227900,71759,34141,145900,19125
181101720,0,24300,24300,19125
181035423,0,149600,525000,19125
314097300,185531,61169,246700,19125
313099300,0,20400,20400,19125
181026310,325500,139500,465000,19125
312088500,83869,43731,167600,19125
311107300,113446,34654,148100,19125
314245700,33000,19900,92900,19125
181126900,235660,118140,393800,19125
885655760,0,350000,350000,19125
314174500,122989,37111,160100,19125
312192000,92669,24931,117600,19125
311167200,267962,94638,362600,19125
312178300,81874,22026,103900,19125
312044000,85320,44180,169500,19125
312039800,104705,33795,138500,19125
314139910,498,73602,282000,19125
311250100,76922,30978,107900,19125
311075600,125522,34378,159900,19125
312059700,39830,73602,276700,19125
181377550,0,169012,582800,19125
312116700,99113,29087,128200,19125
312073800,183279,46221,229500,19125
313212200,184186,73914,298100,19125
181205400,236110,101190,337300,19125
181304600,223790,95910,319700,19125
311103400,0,16200,16200,19125
313220900,129473,45727,175200,19125
311039200,0,8500,8500,19125
312088400,63572,63153,254700,19125
312188410,127390,37410,164800,19125
313056900,91297,31603,162900,19125
181158900,52043,129500,475000,19125
314110600,81228,42672,163900,19125
311024700,0,7100,7100,19125
314042800,53922,45378,199900,19125
181363000,168637,83163,291800,19125
181429100,0,81000,307000,19125
311246600,27592,50708,181100,19125
888180708,0,55800,328300,19125
313090500,106568,47432,154000,19125
312043600,125320,44180,169500,19125
181066100,234346,109354,383700,19125
884351717,0,0,3125400,19125
181059700,181270,94830,316100,19125
314067500,0,31100,31100,19125
313222100,71811,39489,151300,19125
313062500,0,52100,52100,19125
311183700,11251,26849,138400,19125
181319300,280995,112005,393000,19125
313087000,152960,75040,268000,19125
181153900,140810,77490,258300,19125
181125800,0,90300,339100,19125
181144610,238013,95787,333800,19125
311059900,25270,22230,47500,19125
311225101,0,0,9600,19125
311260600,0,98900,366600,19125
311136501,0,0,19300,19125
311253800,37649,35551,145700,19125
311032800,0,9600,9600,19125
181440200,150750,81750,272500,19125
181238200,173880,74520,248400,19125
314123400,88883,45517,174400,19125
181269800,41520,74280,247600,19125
313193500,63448,25552,89000,19125
313110400,0,38000,38000,19125
311183200,68749,18651,87400,19125
313120200,113112,43988,157100,19125
611405500,66846,23454,130300,19126
611154600,120814,34586,195400,19126
101114500,32228,14272,86500,19126
172173700,46073,15127,101200,19126
888610011,7990,1410,9400,19126
611176000,96085,24015,160100,19126
101044800,105910,18690,124600,19126
171358115,0,0,112300,19126
611091000,88740,28260,157000,19126
611095600,147928,32472,180400,19126
101008300,155379,25821,181200,19126
611418800,117851,33949,191800,19126
101341300,59280,17520,116800,19126
611405100,66846,23454,130300,19126
888610055,0,0,11300,19126
881219500,1513610,648690,2162300,19126
101035700,104295,18405,122700,19126
611411400,146944,32256,179200,19126
101122500,120955,21345,142300,19126
101070100,94945,16755,111700,19126
101055400,102085,18015,120100,19126
611135000,158305,34995,233300,19126
611162000,98840,29860,168700,19126
611073200,103664,31536,175200,19126
101253000,75175,20325,135500,19126
171361800,60215,17685,117900,19126
611120200,192135,40965,273100,19126
611190900,203270,42930,286200,19126
171350500,126224,20976,147200,19126
101026100,122230,21570,143800,19126
493131910,207740,36660,244400,19126
172197600,49189,15711,104900,19126
611452900,54272,18628,112900,19126
101324100,101490,17910,119400,19126
884508295,213402,36798,250200,19126
101306700,55455,16845,112300,19126
101116700,110330,19470,129800,19126
888610021,6460,1140,7600,19126
101236300,0,18600,127200,19126
101109800,145265,25635,170900,19126
611155800,31920,7980,39900,19126
172021200,37398,13602,91000,19126
172292300,83980,14820,98800,19126
172158200,48490,15610,104100,19126
611202800,179520,31680,211200,19126
101307700,75430,20370,135800,19126
101069200,87040,15360,102400,19126
101306600,57070,17130,114200,19126
611075100,136464,38736,215200,19126
101029100,74070,20130,134200,19126
611183100,138611,27389,166000,19126
101059400,101316,23484,164800,19126
102005100,117470,20730,138200,19126
101062400,99535,17565,117100,19126
611448200,120565,28335,188900,19126
101404000,106165,18735,124900,19126
101291100,65825,18675,124500,19126
492227100,199495,35205,234700,19126
611102505,73800,63000,136800,19126
492120700,226730,47070,313800,19126
101236200,199540,33160,232700,19126
492176400,122775,28725,191500,19126
101252000,127840,22560,150400,19126
101023900,77385,20715,138100,19126
101108600,148347,24653,173000,19126
101123800,70330,19470,129800,19126
611174100,17760,4440,22200,19126
101088200,99705,17595,117300,19126
172090500,90403,15897,106300,19126
611340100,115090,20310,135400,19126
611446100,354192,65508,459700,19126
611175300,131700,30300,202000,19126
882800900,439520,109880,549400,19126
881053978,215400,71800,287200,19126
611198100,200380,42420,282800,19126
101282700,100555,17745,118300,19126
101068800,89675,15825,105500,19126
172161800,46073,15127,101200,19126
172131800,56348,16952,113300,19126
101209500,61745,17955,119700,19126
611414500,127705,29595,197300,19126
611122500,0,27600,27600,19126
172293000,43980,14820,98800,19126
101033600,105230,18570,123800,19126
101043000,105910,18690,124600,19126
101297700,100895,17805,118700,19126
172054600,106930,18870,125800,19126
611328800,81550,21450,143000,19126
611418500,107481,31719,179200,19126
172160200,88490,15610,104100,19126
611189600,156775,34725,231500,19126
101349400,99620,17580,117200,19126
492226502,149125,33375,222500,19126
882937730,139200,34800,174000,19126
172135200,57448,17152,114600,19126
101074100,104380,18420,122800,19126
882937370,441120,110280,551400,19126
492083100,256955,45345,302300,19126
101058200,60810,17790,118600,19126
101013200,72285,19815,132100,19126
212194200,178535,38565,257100,19128
212522848,207485,36615,244100,19128
881081401,607200,202400,809600,19128
214134345,209985,44115,294100,19128
888210672,108848,28352,177200,19128
214013600,144960,32640,217600,19128
214093600,315690,55710,371400,19128
214103200,0,0,281600,19128
212058400,121513,28387,189900,19128
213007700,131792,30208,202000,19128
213150700,175695,31005,206700,19128
212415500,79765,21135,140900,19128
784160401,0,0,92700,19128
214194500,200685,35415,236100,19128
211409620,170850,30150,201000,19128
214176300,184060,39540,263600,19128
214052501,163575,35925,239500,19128
214171700,142835,32265,215100,19128
212073700,182870,39330,262200,19128
211385330,209355,36945,246300,19128
214194200,232135,40965,273100,19128
212341245,204460,43140,287600,19128
214116126,249798,78902,368700,19128
212488800,169660,29940,199600,19128
213026200,173775,37725,251500,19128
214040910,190995,33705,224700,19128
214090500,179300,38700,258000,19128
881067008,0,209230,2092300,19128
213026755,264927,50673,355600,19128
212319300,276760,48840,325600,19128
212308600,129951,29949,199900,19128
211162300,162860,28740,191600,19128
213010100,156520,34680,231200,19128
214262400,175475,38025,253500,19128
888211624,131000,35000,206000,19128
213066929,167491,29509,197000,19128
888210505,108481,22219,130700,19128
214260400,158135,34965,233100,19128
211431423,133176,30524,203700,19128
214236600,155500,34500,230000,19128
213131700,120221,28179,188400,19128
211549100,121415,28485,189900,19128
213019500,235710,41490,277200,19128
213221816,169830,29970,199800,19128
213157800,161420,28480,189900,19128
212525430,197781,41919,279700,19128
211550010,0,57997,407000,19128
212483600,152736,26864,179600,19128
212522826,189500,40500,270000,19128
213066500,224520,46680,311200,19128
213066916,169891,29909,199800,19128
214146952,136195,24005,160200,19128
212017600,126183,29217,195400,19128
213268600,156520,34680,231200,19128
211340477,178450,38550,257000,19128
214025000,144960,32640,217600,19128
214041214,277892,46108,324000,19128
214170700,178585,31515,210100,19128
214235600,186745,32955,219700,19128
212410282,329495,65205,434700,19128
212409993,309060,54540,363600,19128
214170100,172415,37485,249900,19128
212354100,189512,40388,269900,19128
212087055,0,66000,472100,19128
211521610,245033,47367,332400,19128
213043800,185135,37965,253100,19128
212353300,237830,41970,279800,19128
888212228,70720,62400,416000,19128
888210100,49292,17008,106300,19128
888211968,25788,30549,179700,19128
871104300,227280,56820,284100,19128
212006500,172890,30510,203400,19128
214149700,192715,33985,226700,19128
214130616,157455,34845,232300,19128
212349800,193290,34110,227400,19128
211402500,172550,30450,203000,19128
212338835,161875,35625,237500,19128
212087200,190431,33569,224000,19128
214260600,149805,33495,223300,19128
212042570,0,13800,13800,19128
213037300,129405,29895,199300,19128
212502300,207435,43665,291100,19128
213438400,138982,24418,163400,19128
212410196,317680,63120,420800,19128
213154900,161330,28470,189800,19128
211167400,143310,25290,168600,19128
214221000,163295,35805,238700,19128
214154500,202555,35745,238300,19128
214026815,0,0,264100,19128
888210008,89292,17008,106300,19128
214180500,268600,47400,316000,19128
214047200,160515,35385,235900,19128
212499510,169865,37035,246900,19128
888210062,74760,14240,89000,19128
214179700,154055,34245,228300,19128
213162200,127491,29509,197000,19128
211348800,176835,38265,255100,19128
213161500,203150,35850,239000,19128
212439412,174876,30824,205700,19128
211285300,266815,47085,313900,19128
888210158,89200,26400,155600,19129
383031500,155440,48860,244300,19129
882963280,1152480,288120,1440600,19129
888210295,80600,24600,145200,19129
213191900,0,10900,10900,19129
382066200,124695,22005,146700,19129
882757956,717720,1076580,1794300,19129
383076200,98295,24405,162700,19129
383025400,290160,82540,412700,19129
888380000,327370,64830,432200,19129
383066400,222271,67629,329900,19129
383128900,83706,36121,253900,19129
885282220,0,0,108000,19129
888210159,129200,26400,155600,19129
888210286,102200,20900,123100,19129
382040400,67077,14923,82000,19129
383022300,148200,33100,221300,19129
382045500,31459,7141,38600,19129
382137800,108954,26246,175200,19129
882730700,637800,956700,1594500,19129
213191000,186077,30923,217000,19129
382155400,161960,35640,237600,19129
383076500,152766,32034,224800,19129
381074300,5390,8010,53400,19129
888380052,228055,40245,268300,19129
383100300,123357,28743,192100,19129
383117700,167875,29625,197500,19129
383016000,178276,38424,256700,19129
382122200,156013,27487,183500,19129
383046400,140760,24840,165600,19129
383096100,113160,30540,203600,19129
881137650,753798,477350,4773500,19129
383118400,137650,31350,209000,19129
382146400,162860,28740,191600,19129
383096800,140880,31920,212800,19129
382051400,0,0,29100,19129
382154300,144025,32475,216500,19129
884133050,4752621,1429679,6182300,19129
382139400,139180,31620,210800,19129
884133050,4752621,1429679,6182300,19129
383066400,222271,67629,329900,19129
383083800,143707,25293,169000,19129
383088100,176800,31200,208000,19129
382184100,47608,10592,58200,19129
383001700,266075,78925,385000,19129
382237274,211735,37365,249100,19129
888210199,83600,25300,148900,19129
383134300,0,38000,38000,19129
